recibo_id,zona_id,foto,hora,obra_id,usuario_id,camion_id,acarreo_id,cantidad,total_flete,recibo_id,estimacion,estimacion_id,concepto_flete,flete_id,banco_id,unidad,acarreos_mat_id,material_id,cantidad,total_material,concepto_material,recibo_id,estimacion,estimacion_id,banco_id,unidad
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1392,482,14,86.10,92,1652,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1402,482,13,79.95,92,1662,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1412,482,13,79.95,92,1672,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1422,482,12,73.80,92,1682,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1432,482,13,79.95,92,1692,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1442,482,13,79.95,92,1702,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1452,482,17,104.55,92,1712,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1462,482,13,79.95,92,1722,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1472,482,15,92.25,92,1732,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1482,482,12,73.80,92,1742,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1492,482,16,98.40,92,1752,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1502,482,12,73.80,92,1762,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1512,482,12,73.80,92,1772,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1522,482,14,86.10,92,1782,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1532,482,13,79.95,92,1792,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1542,482,13,79.95,92,1802,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1552,482,12,73.80,92,1812,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1562,482,13,79.95,92,1822,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1572,482,17,104.55,92,1832,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1582,482,13,79.95,92,1842,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1592,482,15,92.25,92,1852,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1602,482,12,73.80,92,1862,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1612,482,13,79.95,92,1872,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1622,482,16,98.40,92,1882,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1632,482,12,73.80,92,1892,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1642,482,14,86.10,92,1902,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1652,482,12,73.80,92,1912,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1662,482,13,79.95,92,1922,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1672,482,12,73.80,92,1932,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1682,482,13,79.95,92,1942,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1692,482,13,79.95,92,1952,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1702,482,17,104.55,92,1962,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1712,482,15,92.25,92,1972,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1722,482,12,73.80,92,1982,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1732,482,13,79.95,92,1992,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1742,482,13,79.95,92,2002,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1752,482,16,98.40,92,2012,Y,NULL,102,m3
382,2,NULL,"2017-06-20 12:00",452,852,542,92,12,678.00,382,Y,NULL,92,152,102,m3,1762,482,12,73.80,92,2022,Y,NULL,102,m3
